4,sadWatemelon,386.284,black
12,amazingTangerine,339.949,white
11,happyWatemelon,414.096,red
7,lonelyBanana,305.805,pink
10,superBanana,358.489,blue
1,coolBanana,464.785,green
48134,lonelyMango,388.88,pink
174336,amazingBanana,467.997,green
98708,amazingApple,328.042,yellow
35776,boringMango,368.259,blue
120902,sadApple,480.536,black
170898,sadAvocado,406.282,blue
30168,superWatemelon,359.243,pink
2178,amazingWatemelon,467.966,white
137636,superWatemelon,414.611,yellow
72837,boringPumpkin,494.293,blue
70907,lonelyPumpkin,322.15,purple
138545,amazingMango,444.96,purple
185976,sadMango,360.351,blue
106043,sadAvocado,338.031,blue
113190,boringAvocado,463.057,pink
145219,sadPumpkin,377.694,purple
80391,amazingAvocado,305.121,yellow
22932,happyAvocado,395.802,black
157417,boringPumpkin,476.68,red
112616,happyApple,431.464,yellow
122668,superBanana,459.911,blue
199906,lonelyBanana,420.399,blue
192797,coolPumpkin,476.196,green
15164,lonelyTangerine,329.242,red
177767,boringTangerine,391.752,pink
97558,sadApple,319.803,black
83824,amazingMango,477.482,orange
121564,boringTangerine,456.453,green
80586,coolBanana,380.214,orange
50388,lonelyMango,421.849,blue
170199,superMango,383.129,orange
87170,lonelyMango,497.881,green
16797,coolBanana,338.04,blue
163746,amazingWatemelon,429.581,green
83975,boringApple,324.926,purple
5913,amazingMango,324.811,pink
124853,superApple,454.275,green
14088,happyMango,465.61,green
21130,boringAvocado,349.794,purple
19063,superPumpkin,470.317,blue
189130,coolAvocado,312.377,orange
172050,boringPumpkin,424.095,purple
192007,lonelyMango,467.969,blue
119905,sadAvocado,491.669,black
134769,lonelyAvocado,480.548,green
127463,boringTangerine,385.934,pink
17376,boringAvocado,342.139,white
65828,coolAvocado,404.685,green
86296,superApple,429.074,pink
82170,happyAvocado,332.178,blue
131066,sadMango,331.041,blue
89678,lonelyPumpkin,422.755,black
63319,sadBanana,348.64,orange
111518,happyBanana,334.643,orange
153061,lonelyBanana,332.995,black
14707,sadPumpkin,431.508,red
168994,superWatemelon,313.304,green
108015,superWatemelon,498.248,yellow
136032,amazingPumpkin,489.215,green
27816,coolTangerine,378.74,white
81377,boringPumpkin,376.042,pink
134709,happyMango,473.853,pink
72058,boringAvocado,417.38,green
177179,lonelyBanana,492.341,purple
107989,coolPumpkin,485.857,pink
162676,boringAvocado,403.925,yellow
195844,lonelyPumpkin,482.299,black
24741,superAvocado,428.15,yellow
8160,sadBanana,351.12,yellow
52025,superWatemelon,390.577,purple
58701,happyPumpkin,423.558,purple
167503,lonelyMango,383.993,yellow
20673,sadAvocado,393.577,yellow
109867,sadApple,493.099,white
188920,boringAvocado,349.895,blue
196427,lonelyAvocado,335.829,green
30457,coolTangerine,449.177,orange
11297,coolMango,492.767,orange
55233,happyTangerine,481.721,green
197845,amazingTangerine,348.078,yellow
81990,boringTangerine,469.189,pink
195425,superAvocado,367.295,white
67731,superTangerine,446.108,purple
34671,superAvocado,354.709,red
122606,happyPumpkin,492.93,orange
64428,boringWatemelon,483.337,green
24022,coolBanana,466.315,yellow
177467,superPumpkin,327.055,white
125037,superWatemelon,457.543,purple
147217,coolTangerine,310.361,red
95135,coolMango,449.697,green
